Country_REF	Country_ISO	Country_ALT	Region_REF	Region_ALT
Albania	ALB	Albania	Pogradec	NA
Albania	ALB	Albania	Gramsh	NA
Albania	ALB	Albania	Kuçovë	NA
Albania	ALB	Albania	Devoll	NA
Albania	ALB	Albania	Kolonjë	NA
Albania	ALB	Albania	Skrapar	NA
Albania	ALB	Albania	Përmet	NA
Albania	ALB	Albania	Tepelenë	NA
Albania	ALB	Albania	Gjirokastër	NA
Albania	ALB	Albania	Delvinë	NA
Albania	ALB	Albania	Sarandë	NA
Albania	ALB	Albania	Vlorë	NA
Albania	ALB	Albania	Vlorë	NA
Angola	AGO	Anguilla,Angola	Ambriz	NA
Angola	AGO	Anguilla,Angola	Bula-Atumba	NA
Angola	AGO	Anguilla,Angola	Dande	NA
Angola	AGO	Anguilla,Angola	Dembos-Quibaxe	NA
Angola	AGO	Anguilla,Angola	Nambuangongo	NA
Angola	AGO	Anguilla,Angola	Balombo	NA
Angola	AGO	Anguilla,Angola	Benguela	NA
Angola	AGO	Anguilla,Angola	Bocoio	NA
Angola	AGO	Anguilla,Angola	Caimbambo	NA
Angola	AGO	Anguilla,Angola	Chongoroi	NA
Angola	AGO	Anguilla,Angola	Cubal	NA
Angola	AGO	Anguilla,Angola	Ganda	NA
Angola	AGO	Anguilla,Angola	Lobito	NA
Angola	AGO	Anguilla,Angola	Andulo	NA
Angola	AGO	Anguilla,Angola	Camacupa	NA
Angola	AGO	Anguilla,Angola	Catabola	NA
Angola	AGO	Anguilla,Angola	Chitembo	NA
Angola	AGO	Anguilla,Angola	Cuemba	NA
Angola	AGO	Anguilla,Angola	Cuito	NA
Angola	AGO	Anguilla,Angola	Cunhinga	NA
Angola	AGO	Anguilla,Angola	N'harea	NA
Angola	AGO	Anguilla,Angola	Belize	NA
Angola	AGO	Anguilla,Angola	Buco Zau	NA
Angola	AGO	Anguilla,Angola	Cabinda	Cabinda
Angola	AGO	Anguilla,Angola	Cacongo (Landana)	NA
Angola	AGO	Anguilla,Angola	Calai	NA
Angola	AGO	Anguilla,Angola	Cuangar	NA
Angola	AGO	Anguilla,Angola	Cuchi	NA
Angola	AGO	Anguilla,Angola	Cuito Cuanavale	NA
Angola	AGO	Anguilla,Angola	Dirico	NA
Angola	AGO	Anguilla,Angola	Mavinga	NA
Angola	AGO	Anguilla,Angola	Menongue	NA
Angola	AGO	Anguilla,Angola	Rivungo	NA
Angola	AGO	Anguilla,Angola	Ambaca	NA
Angola	AGO	Anguilla,Angola	Banga	NA
Angola	AGO	Anguilla,Angola	Bolongongo	NA
Angola	AGO	Anguilla,Angola	Cambambe	NA
Angola	AGO	Anguilla,Angola	Cazengo	NA
Angola	AGO	Anguilla,Angola	Golungo Alto	NA
Angola	AGO	Anguilla,Angola	Lucala	NA
Angola	AGO	Anguilla,Angola	Ngonguembo	NA
Angola	AGO	Anguilla,Angola	Quiculongo	NA
Angola	AGO	Anguilla,Angola	Samba Caju	NA
Angola	AGO	Anguilla,Angola	Amboim (Gabela)	NA
Angola	AGO	Anguilla,Angola	Cassongue	NA
Angola	AGO	Anguilla,Angola	Cela (Waku Kungo)	NA
Angola	AGO	Anguilla,Angola	Conda	NA
Angola	AGO	Anguilla,Angola	Ebo	NA
Angola	AGO	Anguilla,Angola	Libolo (Calulo)	NA
Angola	AGO	Anguilla,Angola	Mussende	NA
Angola	AGO	Anguilla,Angola	Porto Amboim	NA
Angola	AGO	Anguilla,Angola	Quibala	NA
Angola	AGO	Anguilla,Angola	Quilenda	NA
Angola	AGO	Anguilla,Angola	Seles (Uku Seles)	NA
Angola	AGO	Anguilla,Angola	Sumbe (Ngangula)	NA
Angola	AGO	Anguilla,Angola	Cahama	NA
Angola	AGO	Anguilla,Angola	Cuanhama	NA
Angola	AGO	Anguilla,Angola	Curoca	NA
Angola	AGO	Anguilla,Angola	Cuvelai	NA
Angola	AGO	Anguilla,Angola	Namacunde	NA
Angola	AGO	Anguilla,Angola	Ombadja	NA
Angola	AGO	Anguilla,Angola	Bailundo	NA
Angola	AGO	Anguilla,Angola	Caala	NA
Angola	AGO	Anguilla,Angola	Catchiungo	NA
Angola	AGO	Anguilla,Angola	Ecunha (Ekunha)	NA
Angola	AGO	Anguilla,Angola	Huambo	Huambo,HUAMBO
Angola	AGO	Anguilla,Angola	Longonjo	NA
Angola	AGO	Anguilla,Angola	Londuimbale	NA
Angola	AGO	Anguilla,Angola	Mungo	NA
Angola	AGO	Anguilla,Angola	Tchikala-Tcholohanga	NA
Angola	AGO	Anguilla,Angola	Tchinjenje	NA
Angola	AGO	Anguilla,Angola	Ukuma	NA
Angola	AGO	Anguilla,Angola	Chinguar	NA
Angola	AGO	Anguilla,Angola	Caconda	NA
Angola	AGO	Anguilla,Angola	Pango-Aluquem	NA
Angola	AGO	Anguilla,Angola	Nancova	NA
Angola	AGO	Anguilla,Angola	Caluquembe	NA
Angola	AGO	Anguilla,Angola	Chibia	NA
Angola	AGO	Anguilla,Angola	Chicomba	NA
Angola	AGO	Anguilla,Angola	Chipindo	NA
Angola	AGO	Anguilla,Angola	Cuvango	NA
Angola	AGO	Anguilla,Angola	Gambos(Chiange)	NA
Angola	AGO	Anguilla,Angola	Humpata	NA
Angola	AGO	Anguilla,Angola	Jamba	NA
Angola	AGO	Anguilla,Angola	Lubango	NA
Angola	AGO	Anguilla,Angola	Matala	NA
Angola	AGO	Anguilla,Angola	Quilengues	NA
Angola	AGO	Anguilla,Angola	Quipungo	NA
Angola	AGO	Anguilla,Angola	Belas	NA
Angola	AGO	Anguilla,Angola	Cacuaco	NA
Angola	AGO	Anguilla,Angola	Luanda	Luanda,LUANDA
Angola	AGO	Anguilla,Angola	Icolo e Bengo	NA
Angola	AGO	Anguilla,Angola	Quissama	NA
Angola	AGO	Anguilla,Angola	Cambulo	NA
Angola	AGO	Anguilla,Angola	Capenda-Camulemba	NA
Angola	AGO	Anguilla,Angola	Caungula	NA
Angola	AGO	Anguilla,Angola	Chitato	NA
Angola	AGO	Anguilla,Angola	Cuango	C. Cubango
Angola	AGO	Anguilla,Angola	Cuilo	Huila
Angola	AGO	Anguilla,Angola	Lubalo	NA
Angola	AGO	Anguilla,Angola	Lucapa	NA
Angola	AGO	Anguilla,Angola	Xa-Muteba	NA
Angola	AGO	Anguilla,Angola	Cacolo	NA
Angola	AGO	Anguilla,Angola	Dala	NA
Angola	AGO	Anguilla,Angola	Muconda	NA
Angola	AGO	Anguilla,Angola	Saurimo	NA
Angola	AGO	Anguilla,Angola	Cacuso	NA
Angola	AGO	Anguilla,Angola	Cahombo	NA
Angola	AGO	Anguilla,Angola	Calandula	NA
Angola	AGO	Anguilla,Angola	Cambundi-Catembo	NA
Angola	AGO	Anguilla,Angola	Cangandala	NA
Angola	AGO	Anguilla,Angola	Cunda-dia-Baze	NA
Angola	AGO	Anguilla,Angola	Kiuaba-N'Zoji	NA
Angola	AGO	Anguilla,Angola	Luquembo	NA
Angola	AGO	Anguilla,Angola	Malanje	NA
Angola	AGO	Anguilla,Angola	Marimba	NA
Angola	AGO	Anguilla,Angola	Massango	NA
Angola	AGO	Anguilla,Angola	Mucari	NA
Angola	AGO	Anguilla,Angola	Quela	NA
Angola	AGO	Anguilla,Angola	Quirima	NA
Angola	AGO	Anguilla,Angola	Alto Zambeze	NA
Angola	AGO	Anguilla,Angola	Bundas	NA
Angola	AGO	Anguilla,Angola	Camanongue	NA
Angola	AGO	Anguilla,Angola	Cameia (Lumeje)	NA
Angola	AGO	Anguilla,Angola	Leua	NA
Angola	AGO	Anguilla,Angola	Luacano	NA
Angola	AGO	Anguilla,Angola	Luau	NA
Angola	AGO	Anguilla,Angola	Luchazes	NA
Angola	AGO	Anguilla,Angola	Luena	NA
Angola	AGO	Anguilla,Angola	Bibala	NA
Angola	AGO	Anguilla,Angola	Camucuio	NA
Angola	AGO	Anguilla,Angola	Namibe	NA
Angola	AGO	Anguilla,Angola	Tombwa	NA
Angola	AGO	Anguilla,Angola	Virei	ZAIRE
Angola	AGO	Anguilla,Angola	Baia Farta	NA
Angola	AGO	Anguilla,Angola	Ambuila	NA
Angola	AGO	Anguilla,Angola	Bembe	NA
Angola	AGO	Anguilla,Angola	Buengas	NA
Angola	AGO	Anguilla,Angola	Bungo	Bengo
Angola	AGO	Anguilla,Angola	Cangola	NA
Angola	AGO	Anguilla,Angola	Damba	NA
Angola	AGO	Anguilla,Angola	Maquela do Zombo	NA
Angola	AGO	Anguilla,Angola	Milunga	NA
Angola	AGO	Anguilla,Angola	Mucaba	NA
Angola	AGO	Anguilla,Angola	Negage	NA
Angola	AGO	Anguilla,Angola	Puri	NA
Angola	AGO	Anguilla,Angola	Quimbele	NA
Angola	AGO	Anguilla,Angola	Quitexe	NA
Angola	AGO	Anguilla,Angola	Sanza Pombo	NA
Angola	AGO	Anguilla,Angola	Songo	NA
Angola	AGO	Anguilla,Angola	Uige	UIGE,Uige
Angola	AGO	Anguilla,Angola	Cuimba	NA
Angola	AGO	Anguilla,Angola	Mbanza Congo	NA
Angola	AGO	Anguilla,Angola	Noqui	NA
Angola	AGO	Anguilla,Angola	N'Zeto	NA
Angola	AGO	Anguilla,Angola	Soyo	NA
Angola	AGO	Anguilla,Angola	Tomboco	NA
Bangladesh	BGD	Bangladesh	Bagerhat	Bagerhat
Bangladesh	BGD	Bangladesh	Bandarban	NA
Bangladesh	BGD	Bangladesh	Barguna	Barguna
Bangladesh	BGD	Bangladesh	Barisal	Barisal,Barishal,Paribag
Bangladesh	BGD	Bangladesh	Bhola	Bhola
Bangladesh	BGD	Bangladesh	Bogra	Bogura,Bogra
Bangladesh	BGD	Bangladesh	Brahamanbaria	Brahmanbaria
Bangladesh	BGD	Bangladesh	Chandpur	Chandpur
Bangladesh	BGD	Bangladesh	Chittagong	Chittagong
Bangladesh	BGD	Bangladesh	Chuadanga	Chuadanga,Chudanga
Bangladesh	BGD	Bangladesh	Comilla	Cumilla,Comilla
Bangladesh	BGD	Bangladesh	Cox's Bazar	Cox's Bazar,Mogbazar,Cox s Bazar
Bangladesh	BGD	Bangladesh	Dhaka	Dhaka
Bangladesh	BGD	Bangladesh	Dinajpur	Dinajpur
Bangladesh	BGD	Bangladesh	Faridpur	Faridpur
Bangladesh	BGD	Bangladesh	Feni	Feni
Bangladesh	BGD	Bangladesh	Gaibandha	Gaibandha
Bangladesh	BGD	Bangladesh	Gazipur	Gazipur,Laxmipur
Bangladesh	BGD	Bangladesh	Gopalganj	NA
Bangladesh	BGD	Bangladesh	Habiganj	Habiganj
Bangladesh	BGD	Bangladesh	Jamalpur	Jamalpur
Bangladesh	BGD	Bangladesh	Jessore	Jashore
Bangladesh	BGD	Bangladesh	Jhalokati	Jhalokati,Jhalokathi
Bangladesh	BGD	Bangladesh	Jhenaidah	Jhenaidah
Bangladesh	BGD	Bangladesh	Joypurhat	Jaypurhat,Joypurhat
Bangladesh	BGD	Bangladesh	Khagrachhari	Khagrachari
Bangladesh	BGD	Bangladesh	Khulna	Khulna
Bangladesh	BGD	Bangladesh	Kishoreganj	Kishorgonj
Bangladesh	BGD	Bangladesh	Kurigram	NA
Bangladesh	BGD	Bangladesh	Kushtia	Kushtia
Bangladesh	BGD	Bangladesh	Lakshmipur	Lokkhipur,Lakshmipur
Bangladesh	BGD	Bangladesh	Lalmonirhat	Lalmonirhat
Bangladesh	BGD	Bangladesh	Madaripur	Madaripur
Bangladesh	BGD	Bangladesh	Magura	NA
Bangladesh	BGD	Bangladesh	Manikganj	NA
Bangladesh	BGD	Bangladesh	Maulvibazar	Moulovibazar,Maulvibazar
Bangladesh	BGD	Bangladesh	Meherpur	Meherpur
Bangladesh	BGD	Bangladesh	Munshiganj	Munshiganj,Munshigonj
Bangladesh	BGD	Bangladesh	Mymensingh	Mymensingh,Mymemensingh
Bangladesh	BGD	Bangladesh	Naogaon	Naogaon,Tejgaon
Bangladesh	BGD	Bangladesh	Narail	NA
Bangladesh	BGD	Bangladesh	Narayanganj	Narayanganj,Narayangonj
Bangladesh	BGD	Bangladesh	Narsingdi	Narinda,Narsingdi,Narshingdi
Bangladesh	BGD	Bangladesh	Natore	Natore
Bangladesh	BGD	Bangladesh	Nawabganj	NA
Bangladesh	BGD	Bangladesh	Netrakona	Netrokona,Netrakona
Bangladesh	BGD	Bangladesh	Nilphamari	Nilphamari
Bangladesh	BGD	Bangladesh	Noakhali	Noakhali,Mohakhali
Bangladesh	BGD	Bangladesh	Pabna	Pabna
Bangladesh	BGD	Bangladesh	Panchagarh	NA
Bangladesh	BGD	Bangladesh	Patuakhali	Patuakhali
Bangladesh	BGD	Bangladesh	Pirojpur	NA
Bangladesh	BGD	Bangladesh	Rajbari	Rajbari
Bangladesh	BGD	Bangladesh	Rajshahi	Rajshahi
Bangladesh	BGD	Bangladesh	Rangamati	Rangamati
Bangladesh	BGD	Bangladesh	Rangpur	Rangpur
Bangladesh	BGD	Bangladesh	Satkhira	Satkhira
Bangladesh	BGD	Bangladesh	Shariatpur	Shariatpur
Bangladesh	BGD	Bangladesh	Sherpur	Sherpur,Mirpur
Bangladesh	BGD	Bangladesh	Sirajganj	Sirajganj,Sirajgonj,Shirajganj
Bangladesh	BGD	Bangladesh	Sunamganj	NA
Bangladesh	BGD	Bangladesh	Sylhet	Sylhet
Bangladesh	BGD	Bangladesh	Tangail	Tangail
Bangladesh	BGD	Bangladesh	Thakurgaon	NA
Belarus	BLR	Belarus	Zhlobin	NA
Belarus	BLR	Belarus	Vitebsk	Vitebsk
Belarus	BLR	Belarus	Grodno	Grodno,Hrodno
Belarus	BLR	Belarus	Brest	Brest
Belarus	BLR	Belarus	Bykhaw	NA
Belarus	BLR	Belarus	Dzyarzhynsk	NA
Belarus	BLR	Belarus	Minsk City	NA
Belarus	BLR	Belarus	Astravyets	NA
Belarus	BLR	Belarus	Smarhon	NA
Belarus	BLR	Belarus	Ashmyany	NA
Belarus	BLR	Belarus	Voranava	NA
Belarus	BLR	Belarus	Iwye	NA
Belarus	BLR	Belarus	Karelichy	NA
Belarus	BLR	Belarus	Novogrudok	NA
Belarus	BLR	Belarus	Lida	NA
Belarus	BLR	Belarus	Dzyatlava	NA
Belarus	BLR	Belarus	Slonim	NA
Belarus	BLR	Belarus	Zel'va	NA
Belarus	BLR	Belarus	Svislach	NA
Belarus	BLR	Belarus	Vawkavysk	NA
Belarus	BLR	Belarus	Byerastavitsa	NA
Belarus	BLR	Belarus	Masty	NA
Belarus	BLR	Belarus	Shchuchyn	NA
Belarus	BLR	Belarus	Lyelchytsy	NA
Belarus	BLR	Belarus	Zhytkavichy	NA
Belarus	BLR	Belarus	Akciabrski	NA
Belarus	BLR	Belarus	Pyetrykaw	NA
Belarus	BLR	Belarus	Vietka	NA
Belarus	BLR	Belarus	Dobrush	NA
Belarus	BLR	Belarus	Gomel	Gomel
Belarus	BLR	Belarus	Chachersk	NA
Belarus	BLR	Belarus	Karma	NA
Belarus	BLR	Belarus	Rahachow	NA
Belarus	BLR	Belarus	Buda-Kashalyova	NA
Belarus	BLR	Belarus	Naroulia	NA
Belarus	BLR	Belarus	Mazyr	NA
Belarus	BLR	Belarus	Rechytsa	NA
Belarus	BLR	Belarus	Svietlahorsk	NA
Belarus	BLR	Belarus	Brahin	NA
Belarus	BLR	Belarus	Yel'sk	NA
Belarus	BLR	Belarus	Kalinkavichy	NA
Belarus	BLR	Belarus	Khoiniki	NA
Belarus	BLR	Belarus	Loyew	NA
Belarus	BLR	Belarus	Stolin	NA
Belarus	BLR	Belarus	Luninets	NA
Belarus	BLR	Belarus	Pinsk	NA
Belarus	BLR	Belarus	Hantsavichy	NA
Belarus	BLR	Belarus	Baranovichy	NA
Belarus	BLR	Belarus	Byaroza	NA
Belarus	BLR	Belarus	Drahichyn	NA
Belarus	BLR	Belarus	Ivanava	NA
Belarus	BLR	Belarus	Ivatsevichy	NA
Belarus	BLR	Belarus	Kamenets	NA
Belarus	BLR	Belarus	Kobryn	NA
Belarus	BLR	Belarus	Lyakhavichy	NA
Belarus	BLR	Belarus	Malaryta	NA
Belarus	BLR	Belarus	Pruzhany	NA
Belarus	BLR	Belarus	Zhabinka	NA
Belarus	BLR	Belarus	Khotsimsk	NA
Belarus	BLR	Belarus	Kastsyukovichy	NA
Belarus	BLR	Belarus	Krasnapolle	NA
Belarus	BLR	Belarus	Klimavichy	NA
Belarus	BLR	Belarus	Krychaw	NA
Belarus	BLR	Belarus	Cherykaw	NA
Belarus	BLR	Belarus	Mstsislaw	NA
Belarus	BLR	Belarus	Slawharad	NA
Belarus	BLR	Belarus	Horki	NA
Belarus	BLR	Belarus	Shklow	NA
Belarus	BLR	Belarus	Kruhlaye	NA
Belarus	BLR	Belarus	Chavusy	NA
Belarus	BLR	Belarus	Mogilev	Mogilev
Belarus	BLR	Belarus	Byalynichy	NA
Belarus	BLR	Belarus	Hlusk	NA
Belarus	BLR	Belarus	Babruysk	Bobruisk
Belarus	BLR	Belarus	Asipovichy	NA
Belarus	BLR	Belarus	Kirawsk	NA
Belarus	BLR	Belarus	Klichaw	NA
Belarus	BLR	Belarus	Beshankovichy	NA
Belarus	BLR	Belarus	Braslaw	NA
Belarus	BLR	Belarus	Chashniki	NA
Belarus	BLR	Belarus	Dokshytsy	NA
Belarus	BLR	Belarus	Dubrowna	NA
Belarus	BLR	Belarus	Haradok	NA
Belarus	BLR	Belarus	Hlybokaye	NA
Belarus	BLR	Belarus	Lyepyel	NA
Belarus	BLR	Belarus	Liozna	NA
Belarus	BLR	Belarus	Miory	NA
Belarus	BLR	Belarus	Orsha	Orsha
Belarus	BLR	Belarus	Pastavy	NA
Belarus	BLR	Belarus	Polotsk	NA
Belarus	BLR	Belarus	Rasony	NA
Belarus	BLR	Belarus	Sharkawshchyna	NA
Belarus	BLR	Belarus	Shumilina	NA
Belarus	BLR	Belarus	Syanno	NA
Belarus	BLR	Belarus	Talachyn	NA
Belarus	BLR	Belarus	Ushachy	NA
Belarus	BLR	Belarus	Verkhnyadzvinsk	NA
Belarus	BLR	Belarus	Myadzyel	NA
Belarus	BLR	Belarus	Vileyka	NA
Belarus	BLR	Belarus	Valozhyn	NA
Belarus	BLR	Belarus	Maladzyechna	NA
Belarus	BLR	Belarus	Barysaw	NA
Belarus	BLR	Belarus	Byerazino	NA
Belarus	BLR	Belarus	Chervyen	NA
Belarus	BLR	Belarus	Kapyl	NA
Belarus	BLR	Belarus	Kletsk	NA
Belarus	BLR	Belarus	Krupki	NA
Belarus	BLR	Belarus	Lahoysk	NA
Belarus	BLR	Belarus	Lyuban	NA
Belarus	BLR	Belarus	Minsk	Minsk
Belarus	BLR	Belarus	Nyasvizh	NA
Belarus	BLR	Belarus	Puchavicy	NA
Belarus	BLR	Belarus	Slutsk	NA
Belarus	BLR	Belarus	Smalyavichy	NA
Belarus	BLR	Belarus	Staryya Darohi	NA
Belarus	BLR	Belarus	Stowbtsy	NA
Belarus	BLR	Belarus	Uzda	NA
Belarus	BLR	Belarus	Salihorsk	NA
Belgium	BEL	Belgium	Brussels	Brussel,Brussels,Bruges,Brussegem,Brussel 3,Brussel 7,BRUSSEL,Brussel 5
Belgium	BEL	Belgium	Antwerpen	Anwerpen,Antwerp,Antwerpen
Belgium	BEL	Belgium	Henegouwen	Henegouwen
Belgium	BEL	Belgium	Limburg	Limburg,Duisburg,Limbourg,Embourg
Belgium	BEL	Belgium	Luik	NA
Belgium	BEL	Belgium	Luxemburg	Luxembourg,Oudenburg
Belgium	BEL	Belgium	Namen	Namur,Lummen,Komen,Menen,Olmen,Rummen,menen,Gelmen,Woumen,Namen
Belgium	BEL	Belgium	Oost-Vlaanderen	Oost-Vlaanderen,Oost Vlaanderen
Belgium	BEL	Belgium	Vlaams-Brabant	VlaamsBrabant,Vlaams Brabant,Vlaams-Brabant
Belgium	BEL	Belgium	Waals-Brabant	NA
Belgium	BEL	Belgium	West-Vlaanderen	West-Vlaanderen
Bhutan	BTN	Bhutan	Athang	NA
Bhutan	BTN	Bhutan	Balam	NA
Bhutan	BTN	Bhutan	Bapisa	NA
Bhutan	BTN	Bhutan	Bara	NA
Bhutan	BTN	Bhutan	Bardo	NA
Bhutan	BTN	Bhutan	Bartsham	NA
Bhutan	BTN	Bhutan	Barzhong	NA
Bhutan	BTN	Bhutan	Beteni	NA
Bhutan	BTN	Bhutan	Bhur	NA
Bhutan	BTN	Bhutan	Bidung	NA
Bhutan	BTN	Bhutan	Biru	NA
Bhutan	BTN	Bhutan	Bjachho	NA
Bhutan	BTN	Bhutan	Bjena	NA
Bhutan	BTN	Bhutan	Bji	NA
Bhutan	BTN	Bhutan	Bjoka	NA
Bhutan	BTN	Bhutan	Bongo	NA
Bhutan	BTN	Bhutan	Bumdeling	NA
Bhutan	BTN	Bhutan	Chang	NA
Bhutan	BTN	Bhutan	Chapchha	NA
Bhutan	BTN	Bhutan	Chargharay	NA
Bhutan	BTN	Bhutan	Chaskhar	NA
Bhutan	BTN	Bhutan	Chengmari	NA
Bhutan	BTN	Bhutan	Chhali	NA
Bhutan	BTN	Bhutan	Chhimung	NA
Bhutan	BTN	Bhutan	Chhoekhor	NA
Bhutan	BTN	Bhutan	Chhubu	NA
Bhutan	BTN	Bhutan	Chhume	NA
Bhutan	BTN	Bhutan	Chhuzagang	NA
Bhutan	BTN	Bhutan	Chokhorling	NA
Bhutan	BTN	Bhutan	Chongshing	NA
Bhutan	BTN	Bhutan	Daga	NA
Bhutan	BTN	Bhutan	Dagala	NA
Bhutan	BTN	Bhutan	Dala	NA
Bhutan	BTN	Bhutan	Dangchhu	NA
Bhutan	BTN	Bhutan	Dechhenling	NA
Bhutan	BTN	Bhutan	Dekiling	NA
Bhutan	BTN	Bhutan	Denchhukha	NA
Bhutan	BTN	Bhutan	Deorali	NA
Bhutan	BTN	Bhutan	Dewathang	NA
Bhutan	BTN	Bhutan	Doban	NA
Bhutan	BTN	Bhutan	Doga	NA
Bhutan	BTN	Bhutan	Dopshari	NA
Bhutan	BTN	Bhutan	Dorokha	NA
Bhutan	BTN	Bhutan	Dorona	NA
Bhutan	BTN	Bhutan	Doteng	NA
Bhutan	BTN	Bhutan	Dragteng	NA
Bhutan	BTN	Bhutan	Drametse	NA
Bhutan	BTN	Bhutan	Drepung	NA
Bhutan	BTN	Bhutan	Drugyelgang	NA
Bhutan	BTN	Bhutan	Dunglegang	NA
Bhutan	BTN	Bhutan	Dungmin	NA
Bhutan	BTN	Bhutan	Dungna	NA
Bhutan	BTN	Bhutan	Dungtoe	NA
Bhutan	BTN	Bhutan	Dzoma	NA
Bhutan	BTN	Bhutan	Gakiling	NA
Bhutan	BTN	Bhutan	Gangte	NA
Bhutan	BTN	Bhutan	Gangzur	NA
Bhutan	BTN	Bhutan	Gasetsho Gom	NA
Bhutan	BTN	Bhutan	Gasetsho Om	NA
Bhutan	BTN	Bhutan	Gelephu	Gelephu
Bhutan	BTN	Bhutan	Geling	NA
Bhutan	BTN	Bhutan	Genye	NA
Bhutan	BTN	Bhutan	Gesarling	NA
Bhutan	BTN	Bhutan	Getana	NA
Bhutan	BTN	Bhutan	Goenkhame	NA
Bhutan	BTN	Bhutan	Goenkhatoe	NA
Bhutan	BTN	Bhutan	Goenshari	NA
Bhutan	BTN	Bhutan	Gomdar	NA
Bhutan	BTN	Bhutan	Gongdue	NA
Bhutan	BTN	Bhutan	Gosarling	NA
Bhutan	BTN	Bhutan	Gozhi	NA
Bhutan	BTN	Bhutan	Gozhing	NA
Bhutan	BTN	Bhutan	Guma	NA
Bhutan	BTN	Bhutan	Hiley	NA
Bhutan	BTN	Bhutan	Hungrel	NA
Bhutan	BTN	Bhutan	Jamkhar	NA
Bhutan	BTN	Bhutan	Jangchhubling	NA
Bhutan	BTN	Bhutan	Jaray	NA
Bhutan	BTN	Bhutan	Jigmichhoeling	NA
Bhutan	BTN	Bhutan	Jurmey	NA
Bhutan	BTN	Bhutan	Kabjisa	NA
Bhutan	BTN	Bhutan	Kalidzingkha	NA
Bhutan	BTN	Bhutan	Kanglung	NA
Bhutan	BTN	Bhutan	Kangpara	NA
Bhutan	BTN	Bhutan	Katsho	NA
Bhutan	BTN	Bhutan	Kawang	NA
Bhutan	BTN	Bhutan	Kazhi	NA
Bhutan	BTN	Bhutan	Kengkhar	NA
Bhutan	BTN	Bhutan	Khaling	NA
Bhutan	BTN	Bhutan	Khamdang	NA
Bhutan	BTN	Bhutan	Khar	NA
Bhutan	BTN	Bhutan	Khipisa	NA
Bhutan	BTN	Bhutan	Khoma	NA
Bhutan	BTN	Bhutan	Kikorthang	NA
Bhutan	BTN	Bhutan	Korphu	NA
Bhutan	BTN	Bhutan	Kurtoe	NA
Bhutan	BTN	Bhutan	Lajab	NA
Bhutan	BTN	Bhutan	Lamgong	NA
Bhutan	BTN	Bhutan	Langchhenphu	NA
Bhutan	BTN	Bhutan	Langthil	NA
Bhutan	BTN	Bhutan	Lauri	NA
Bhutan	BTN	Bhutan	Laya	NA
Bhutan	BTN	Bhutan	Lhamoizingkha	NA
Bhutan	BTN	Bhutan	Lingmukha	NA
Bhutan	BTN	Bhutan	Lingzhi	NA
Bhutan	BTN	Bhutan	Logchina	NA
Bhutan	BTN	Bhutan	Lumang	NA
Bhutan	BTN	Bhutan	Lunana	NA
Bhutan	BTN	Bhutan	Lungnyi	NA
Bhutan	BTN	Bhutan	Martshala	NA
Bhutan	BTN	Bhutan	Menbi	NA
Bhutan	BTN	Bhutan	Mendrelgang	NA
Bhutan	BTN	Bhutan	Merak	NA
Bhutan	BTN	Bhutan	Metap	NA
Bhutan	BTN	Bhutan	Metsho	NA
Bhutan	BTN	Bhutan	Mewang	NA
Bhutan	BTN	Bhutan	Minjay	NA
Bhutan	BTN	Bhutan	Mongar	NA
Bhutan	BTN	Bhutan	Nahi	NA
Bhutan	BTN	Bhutan	Naja	NA
Bhutan	BTN	Bhutan	Namgyel Chhoeling	NA
Bhutan	BTN	Bhutan	Nangkor	NA
Bhutan	BTN	Bhutan	Nanong	NA
Bhutan	BTN	Bhutan	Narang	NA
Bhutan	BTN	Bhutan	Naro	Paro
Bhutan	BTN	Bhutan	Ngangla	NA
Bhutan	BTN	Bhutan	Ngatshang	NA
Bhutan	BTN	Bhutan	Nichula	NA
Bhutan	BTN	Bhutan	Norbugang	NA
Bhutan	BTN	Bhutan	Nubi	NA
Bhutan	BTN	Bhutan	Nyisho	NA
Bhutan	BTN	Bhutan	Pagli	NA
Bhutan	BTN	Bhutan	Pangkhar	NA
Bhutan	BTN	Bhutan	Patakla	NA
Bhutan	BTN	Bhutan	Pemathang	NA
Bhutan	BTN	Bhutan	Phangyuel	NA
Bhutan	BTN	Bhutan	Phobji	NA
Bhutan	BTN	Bhutan	Phongme	NA
Bhutan	BTN	Bhutan	Phuentenchhu	NA
Bhutan	BTN	Bhutan	Phuentsholing	Phuntsholing
Bhutan	BTN	Bhutan	Phuntsthothang	NA
Bhutan	BTN	Bhutan	Radi	NA
Bhutan	BTN	Bhutan	Ramjar	NA
Bhutan	BTN	Bhutan	Rangthangling	NA
Bhutan	BTN	Bhutan	Ruepisa	NA
Bhutan	BTN	Bhutan	Sakteng	NA
Bhutan	BTN	Bhutan	Saleng	NA
Bhutan	BTN	Bhutan	Sama	NA
Bhutan	BTN	Bhutan	Samkhar	NA
Bhutan	BTN	Bhutan	Samphelling	NA
Bhutan	BTN	Bhutan	Samrang	NA
Bhutan	BTN	Bhutan	Samtse	Samtse
Bhutan	BTN	Bhutan	Senge	NA
Bhutan	BTN	Bhutan	Sephu	NA
Bhutan	BTN	Bhutan	Serthig	NA
Bhutan	BTN	Bhutan	Shapa	NA
Bhutan	BTN	Bhutan	Shemjong	NA
Bhutan	BTN	Bhutan	Shengabjimi	NA
Bhutan	BTN	Bhutan	Shermung	NA
Bhutan	BTN	Bhutan	Sherzhong	NA
