Country	Country_ISO	Region
Egypt	EGY	Monufia Governorate
Egypt	EGY	Beheira Governorate
Egypt	EGY	Cairo Governorate
Egypt	EGY	Qalyubia Governorate
Egypt	EGY	Dakahlia Governorate
Egypt	EGY	Damietta Governorate
Egypt	EGY	Kafr el-Sheikh Governorate
Egypt	EGY	Port Said Governorate
Egypt	EGY	Al Sharqia Governorate
El Salvador	SLV	Departamento de Cuscatlán
El Salvador	SLV	Departamento de Usulután
El Salvador	SLV	La Libertad
El Salvador	SLV	Departamento de Ahuachapán
El Salvador	SLV	Departamento de Sonsonate
El Salvador	SLV	San Vicente
El Salvador	SLV	Departamento de San Miguel
El Salvador	SLV	Departamento de La Unión
El Salvador	SLV	Departamento de Morazán
El Salvador	SLV	Departamento de La Paz
El Salvador	SLV	Departamento de Santa Ana
El Salvador	SLV	Departamento de Chalatenango
El Salvador	SLV	Departamento de San Salvador
El Salvador	SLV	Departamento de Cabañas
Equatorial Guinea	GNQ	Annobón
Equatorial Guinea	GNQ	Bioko Norte
Equatorial Guinea	GNQ	Bioko Sur
Equatorial Guinea	GNQ	Litoral Province
Equatorial Guinea	GNQ	Kié-Ntem Province
Equatorial Guinea	GNQ	Centro Sur Province
Equatorial Guinea	GNQ	Wele-Nzas Province
Eritrea	ERI	Anseba Region
Eritrea	ERI	Gash-Barka Region
Eritrea	ERI	Debub Region
Eritrea	ERI	Maekel Region
Eritrea	ERI	Northen Red Sea Region
Eritrea	ERI	Southern Red Sea Region
Estonia	EST	Saare maakond
Estonia	EST	Pärnu maakond
Estonia	EST	Hiiu maakond
Estonia	EST	Lääne maakond
Estonia	EST	Ida-Viru maakond
Estonia	EST	Harju maakond
Estonia	EST	Lääne-Viru maakond
Estonia	EST	Tartu maakond
Estonia	EST	Valga maakond
Estonia	EST	Viljandi maakond
Estonia	EST	Põlva maakond
Estonia	EST	Järva maakond
Estonia	EST	Rapla maakond
Estonia	EST	Võru maakond
Estonia	EST	Jõgeva maakond
Ethiopia	ETH	Addis Ababa
Ethiopia	ETH	Afar
Ethiopia	ETH	Amhara
Ethiopia	ETH	Beneshangul Gumu
Ethiopia	ETH	Dire Dawa
Ethiopia	ETH	Gambela
Ethiopia	ETH	Hareri
Ethiopia	ETH	Oromia
Ethiopia	ETH	SNNPR
Ethiopia	ETH	Somali
Ethiopia	ETH	Tigray
Fiji	FJI	Northern
Fiji	FJI	Eastern
Fiji	FJI	Central
Fiji	FJI	Western
Finland	FIN	Uusimaa
Finland	FIN	Finland Proper
Finland	FIN	Southern Savonia
Finland	FIN	Northern Savonia
Finland	FIN	Tavastia Proper
Finland	FIN	Central Finland
Finland	FIN	Pirkanmaa
Finland	FIN	South Ostrobothnia
Finland	FIN	Keski-Pohjanmaa
Finland	FIN	Päijät-Häme
Finland	FIN	Lapland
Finland	FIN	Northern Ostrobothnia
Finland	FIN	Kainuu
Finland	FIN	North Karelia
Finland	FIN	Ostrobothnia
Finland	FIN	Satakunta
Finland	FIN	South Karelia
Finland	FIN	Kymenlaakso
Finland	FIN	Åland Islands
France	FRA	Île-de-France
France	FRA	Centre-Val de Loire
France	FRA	Bourgogne-Franche-Comté
France	FRA	Normandie
France	FRA	Hauts-de-France
France	FRA	Grand Est
France	FRA	Pays de la Loire
France	FRA	Bretagne
France	FRA	Nouvelle-Aquitaine
France	FRA	Occitanie
France	FRA	Auvergne-Rhône-Alpes
France	FRA	Provence-Alpes-Côte d'Azur
France	FRA	Corse
Gabon	GAB	Woleu-Ntem
Gabon	GAB	Estuaire
Gabon	GAB	Moyen-Ogooué
Gabon	GAB	Ogooué-Lolo
Gabon	GAB	Haut-Ogooué
Gabon	GAB	Ngounié
Gabon	GAB	Ogooué-Maritime
Gabon	GAB	Nyanga
Gabon	GAB	Ogooué-Ivindo	
Gambia, The	GMB	Banjul
Gambia, The	GMB	Basse
Gambia, The	GMB	Brikama
Gambia, The	GMB	Janjanbureh
Gambia, The	GMB	Kanifing
Gambia, The	GMB	Kerewan
Gambia, The	GMB	Kuntaur
Gambia, The	GMB	Mansakonko
Georgia	GEO	Abkhazia
Georgia	GEO	Kakheti
Georgia	GEO	Kvemo Kartli
Georgia	GEO	Tbilisi
Georgia	GEO	Mtskheta-Mtianeti
Georgia	GEO	Samtskhe–Javakheti
Georgia	GEO	Adjara
Georgia	GEO	Guria
Georgia	GEO	Shida Kartli
Georgia	GEO	Imereti
Georgia	GEO	Racha-Lechkhumi and Kvemo Svaneti
Georgia	GEO	Samegrelo-Zemo Svaneti
Germany	DEU	Baden-Württemberg
Germany	DEU	Bayern
Germany	DEU	Berlin
Germany	DEU	Brandenburg
Germany	DEU	Bremen
Germany	DEU	Hamburg
Germany	DEU	Hessen
Germany	DEU	Mecklenburg-Vorpommern
Germany	DEU	Niedersachsen
Germany	DEU	Nordrhein-Westfalen
Germany	DEU	Rheinland-Pfalz
Germany	DEU	Saarland
Germany	DEU	Sachsen
Germany	DEU	Sachsen-Anhalt
Germany	DEU	Schleswig-Holstein
Germany	DEU	Thüringen
Ghana	GHA	Western North Region
Ghana	GHA	Ahafo Region
Ghana	GHA	Bono East Region
Ghana	GHA	Savannah Region
Ghana	GHA	North East Region
Ghana	GHA	Oti Region
Ghana	GHA	Western Region
Ghana	GHA	Eastern Region
Ghana	GHA	Northern Region
Ghana	GHA	Central Region
Ghana	GHA	Ashanti Region
Ghana	GHA	Bono Region
Ghana	GHA	Volta Region
Ghana	GHA	Upper West Region
Ghana	GHA	Upper East Region
Ghana	GHA	Greater Accra Region
Greece	GRC	Agion Oros
Greece	GRC	Crete
Greece	GRC	Attica
Greece	GRC	Macedonia-Thrace
Greece	GRC	Epirus-Western Macedonia
Greece	GRC	Peloponisos-W. Greece & Ionian
Greece	GRC	Egean
Greece	GRC	Thessalia-Central Greece
Greenland	GRL	Northeast Greenland National Park
Greenland	GRL	Avannaata
Greenland	GRL	Sermersooq
Greenland	GRL	Kujalleq
Greenland	GRL	Qeqqata
Greenland	GRL	Qeqertalik
Grenada	GRD	Saint Andrew
Grenada	GRD	Saint David
Grenada	GRD	Saint Mark
Grenada	GRD	Saint John
Grenada	GRD	Saint George
Grenada	GRD	Saint Patrick
Grenada	GRD	Southern Grenadine Islands
Guatemala	GTM	Alta Verapaz
Guatemala	GTM	Suchitepéquez
Guatemala	GTM	El Progreso
Guatemala	GTM	Zacapa
Guatemala	GTM	Petén
Guatemala	GTM	Quiché
Guatemala	GTM	Chiquimula
Guatemala	GTM	Sacatepéquez
Guatemala	GTM	Guatemala
Guatemala	GTM	Izabal
Guatemala	GTM	Jalapa
Guatemala	GTM	San Marcos
Guatemala	GTM	Huehuetenango
Guatemala	GTM	Totonicapán
Guatemala	GTM	Quetzaltenango
Guatemala	GTM	Retalhuleu
Guatemala	GTM	Baja Verapaz
Guatemala	GTM	Sololá
Guatemala	GTM	Escuintla
Guatemala	GTM	Chimaltenango
Guatemala	GTM	Jutiapa
Guatemala	GTM	Santa Rosa
Guinea	GIN	Boke
Guinea	GIN	Conakry
Guinea	GIN	Faranah
Guinea	GIN	Kankan
Guinea	GIN	Kindia
Guinea	GIN	Labe
Guinea	GIN	Mamou
Guinea	GIN	Nzerekore
Guinea-Bissau	GNB	Bissau
Guinea-Bissau	GNB	Bafatá
Guinea-Bissau	GNB	Biombo
Guinea-Bissau	GNB	Bolama
Guinea-Bissau	GNB	Cacheu
Guinea-Bissau	GNB	Gabu
Guinea-Bissau	GNB	Oio
Guinea-Bissau	GNB	Quinara
Guinea-Bissau	GNB	Tombali
Guyana	GUY	Barina-Waini
Guyana	GUY	Pomeroon-Supenaam
Guyana	GUY	Essequibo Islands-West Demerara
Guyana	GUY	Demerara-Mahaica
Guyana	GUY	Cuyuni-Mazaruni
Guyana	GUY	Potaro-Siparuni
Guyana	GUY	Upper Takutu-Upper Essequibo
Guyana	GUY	Mahaica-Berbice
Guyana	GUY	East Berbice-Corentyne
Guyana	GUY	Upper Demerara-Berbice
Haiti	HTI	Département de l'Ouest
Haiti	HTI	Département de la Grande-Anse
Haiti	HTI	Département des Nippes
Haiti	HTI	Département du Sud-Est
Haiti	HTI	Nord-Ouest Department
Haiti	HTI	Département du Nord
Haiti	HTI	Nord-Est Department
Haiti	HTI	Centre Department
Haiti	HTI	Artibonite Department
Haiti	HTI	Sud Department
Honduras	HND	Gracias a Dios
Honduras	HND	Bay Islands
Honduras	HND	Choluteca
Honduras	HND	Colón
Honduras	HND	El Paraíso
Honduras	HND	Olancho
Honduras	HND	Valle
Honduras	HND	Atlántida
Honduras	HND	Comayagua
Honduras	HND	Copán
Honduras	HND	Cortés
Honduras	HND	Francisco Morazán
Honduras	HND	Intibucá
Honduras	HND	La Paz
Honduras	HND	Lempira
Honduras	HND	Ocotepeque
Honduras	HND	Santa Bárbara
Honduras	HND	Yoro
Hungary	HUN	Pest
Hungary	HUN	Szabolcs-Szatmár-Bereg
Hungary	HUN	Hajdú-Bihar
Hungary	HUN	Borsod-Abaúj-Zemplén
Hungary	HUN	Nógrád
Hungary	HUN	Heves
Hungary	HUN	Békés
Hungary	HUN	Csongrád-Csanád
Hungary	HUN	Jász-Nagykun-Szolnok
Hungary	HUN	Komárom-Esztergom
Hungary	HUN	Gyor-Moson-Sopron
Hungary	HUN	Vas
Hungary	HUN	Zala
Hungary	HUN	Veszprém
Hungary	HUN	Baranya
Hungary	HUN	Somogy
Hungary	HUN	Tolna
Hungary	HUN	Bács-Kiskun
Hungary	HUN	Fejér
Iceland	ISL	Capital Region
Iceland	ISL	Eastern Region
Iceland	ISL	Northeastern Region
Iceland	ISL	Northwestern Region
Iceland	ISL	Westfjords
Iceland	ISL	Western Region
Iceland	ISL	Southern Peninsula
Iceland	ISL	Southern Region
India	IND	Puducherry
India	IND	Maharashtra
India	IND	Nagaland
India	IND	Lakshadweep
India	IND	Uttar Pradesh
India	IND	Tamil Nadu
India	IND	Chhattisgarh
India	IND	Gujarat
India	IND	Delhi
India	IND	Sikkim
India	IND	Tripura
India	IND	West Bengal
India	IND	Odisha
India	IND	Bihar
India	IND	Ladakh
India	IND	Rajasthan
India	IND	Telangana
India	IND	Andhra Pradesh
India	IND	Mizoram
India	IND	Arunachal Pradesh
India	IND	Meghalaya
India	IND	Jharkhand
India	IND	Assam
India	IND	Manipur
India	IND	Karnataka
India	IND	Uttarakhand
India	IND	Dadra and Nagar Haveli and Daman and Diu
India	IND	Madhya Pradesh
India	IND	Goa
India	IND	Kerala
India	IND	Chandigarh
India	IND	Andaman and Nicobar Islands
India	IND	Himachal Pradesh
India	IND	Jammu and Kashmir
India	IND	Punjab
India	IND	Haryana
Indonesia	IDN	Bali
Indonesia	IDN	West Nusa Tenggara
Indonesia	IDN	Banten
Indonesia	IDN	Central Java
Indonesia	IDN	West Java
Indonesia	IDN	Central Kalimantan
Indonesia	IDN	South Kalimantan
Indonesia	IDN	West Kalimantan
Indonesia	IDN	Central Sulawesi
Indonesia	IDN	Gorontalo
Indonesia	IDN	North Sulawesi
Indonesia	IDN	South Sulawesi
Indonesia	IDN	Southeast Sulawesi
Indonesia	IDN	West Sulawesi
Indonesia	IDN	Aceh
Indonesia	IDN	Bengkulu
Indonesia	IDN	Jambi
Indonesia	IDN	Lampung
Indonesia	IDN	Riau
Indonesia	IDN	West Sumatra
Indonesia	IDN	South Sumatra
Indonesia	IDN	North Sumatra
Indonesia	IDN	East Nusa Tenggara
Indonesia	IDN	Maluku
Indonesia	IDN	North Maluku
Indonesia	IDN	East Java
Indonesia	IDN	Bangka-Belitung Islands
Indonesia	IDN	Riau Islands
Indonesia	IDN	Papua
Indonesia	IDN	West Papua
Indonesia	IDN	East Kalimantan
Indonesia	IDN	North Kalimantan
Indonesia	IDN	Special Region of Yogyakarta
Indonesia	IDN	Jakarta Special Capital Region
Iran	IRN	Mazandaran
Iran	IRN	North Khorasan
Iran	IRN	Kerman
Iran	IRN	Ilam
Iran	IRN	Lorestan
Iran	IRN	Markazi
Iran	IRN	Chaharmahal and Bakhtiari
Iran	IRN	Kermanshah
Iran	IRN	Hamadan
Iran	IRN	Qazvin
Iran	IRN	Gilan
Iran	IRN	Zanjan
Iran	IRN	Semnan
Iran	IRN	Isfahan
Iran	IRN	Kohgiluyeh and Boyer-Ahmad
Iran	IRN	Kurdistan
Iran	IRN	West Azerbaijan
Iran	IRN	Fars
Iran	IRN	Bushehr
Iran	IRN	Ardabil
Iran	IRN	Golestan
Iran	IRN	Razavi Khorasan
Iran	IRN	South Khorasan
Iran	IRN	Sistan and Baluchestan
Iran	IRN	Qom
Iran	IRN	Alborz
Iran	IRN	East Azerbaijan
Iran	IRN	Yazd
Iran	IRN	Hormozgan
Iran	IRN	Khuzestan
Iran	IRN	Tehran
Iran	IRN	Mazandaran
Iraq	IRQ	Al-Anbar
Iraq	IRQ	Karbala
Iraq	IRQ	An-Najaf
Iraq	IRQ	Babil
Iraq	IRQ	Baghdad
Iraq	IRQ	Al-Qadisiyah
Iraq	IRQ	Al-Muthanna
Iraq	IRQ	Dhi Qar
Iraq	IRQ	Al-Basrah
Iraq	IRQ	Maysan
Iraq	IRQ	Wasit
Iraq	IRQ	Ninawa
Iraq	IRQ	Dohuk
Iraq	IRQ	Salah al-Din
Iraq	IRQ	Diyala
Iraq	IRQ	Kirkuk
Iraq	IRQ	Erbil
Iraq	IRQ	Al-Sulaimaniyah
Ireland	IRL	Ulster
Ireland	IRL	Leinster
Ireland	IRL	Munster
Ireland	IRL	Connacht
Israel	ISR	Southern District
Israel	ISR	Central District
Israel	ISR	Jerusalem District
Israel	ISR	Tel Aviv
Israel	ISR	Haifa
Israel	ISR	Northern District
Italy	ITA	Nord-Ovest
Italy	ITA	Nord-Est
Italy	ITA	Centro
Italy	ITA	Sud
Italy	ITA	Isole
Jamaica	JAM	Saint Ann
Jamaica	JAM	Trelawny
Jamaica	JAM	Saint Mary
Jamaica	JAM	Portland
Jamaica	JAM	Saint James
Jamaica	JAM	Hanover
Jamaica	JAM	Westmoreland
Jamaica	JAM	Saint Elizabeth
Jamaica	JAM	Saint Thomas
Jamaica	JAM	Clarendon
Jamaica	JAM	Saint Catherine
Jamaica	JAM	Manchester
Jamaica	JAM	Kingston
Jamaica	JAM	Saint Andrew
Japan	JPN	Osaka Prefecture
Japan	JPN	Oita
Japan	JPN	Hyogo Prefecture
Japan	JPN	Fukui Prefecture
Japan	JPN	Shiga
Japan	JPN	Nara Prefecture
Japan	JPN	Gifu Prefecture
Japan	JPN	Mie Prefecture
Japan	JPN	Wakayama Prefecture
Japan	JPN	Tokyo
Japan	JPN	Fukuoka Prefecture
Japan	JPN	Saitama
Japan	JPN	Fukushima
Japan	JPN	Tochigi
Japan	JPN	Aomori
Japan	JPN	Saga Prefecture
Japan	JPN	Nagasaki Prefecture
Japan	JPN	Miyazaki Prefecture
Japan	JPN	Kumamoto
Japan	JPN	Kagoshima Prefecture
Japan	JPN	Gunma
Japan	JPN	Kyoto Prefecture
Japan	JPN	Chiba
Japan	JPN	Ibaraki
Japan	JPN	Kanagawa
Japan	JPN	Hiroshima
Japan	JPN	Tottori Prefecture
Japan	JPN	Shimane
Japan	JPN	Niigata
Japan	JPN	Nagano
Japan	JPN	Aichi Prefecture
Japan	JPN	Yamanashi
Japan	JPN	Miyagi
Japan	JPN	Yamagata
Japan	JPN	Akita
Japan	JPN	Iwate
Japan	JPN	Toyama
Japan	JPN	Shizuoka
Japan	JPN	Ishikawa Prefecture
Japan	JPN	Okayama Prefecture
Japan	JPN	Tokushima Prefecture
Japan	JPN	Kochi Prefecture
Japan	JPN	Ehime Prefecture
Japan	JPN	Kagawa Prefecture
Japan	JPN	Okinawa Prefecture
Japan	JPN	Hokkaido
Japan	JPN	Yamaguchi
Jordan	JOR	Ma'an
Jordan	JOR	Karak
Jordan	JOR	Madaba
Jordan	JOR	Balqa
Jordan	JOR	Jerash
Jordan	JOR	Ajloun
Jordan	JOR	Irbid
Jordan	JOR	Mafraq
Jordan	JOR	Tafilah
Jordan	JOR	Aqaba
Jordan	JOR	Amman
Jordan	JOR	Zarqa
Kazakhstan	KAZ	Pavlodar Region
Kazakhstan	KAZ	Jambyl Region
Kazakhstan	KAZ	Kostanay Region
Kazakhstan	KAZ	Mangystau Region
Kazakhstan	KAZ	Karaganda Region
Kazakhstan	KAZ	Kyzylorda Region
Kazakhstan	KAZ	East Kazakhstan Region
Kazakhstan	KAZ	Aktobe Region
Kazakhstan	KAZ	Atyrau Region
Kazakhstan	KAZ	South Kazakhstan Region
Kazakhstan	KAZ	Akmola Region
Kazakhstan	KAZ	Almaty Region
Kazakhstan	KAZ	North Kazakhstan Region
Kazakhstan	KAZ	Almaty
Kazakhstan	KAZ	West Kazakhstan Region
Kazakhstan	KAZ	Astana
Kenya	KEN	Turkana
Kenya	KEN	Marsabit
Kenya	KEN	Mandera
Kenya	KEN	Wajir
Kenya	KEN	West Pokot
Kenya	KEN	Samburu
Kenya	KEN	Isiolo
Kenya	KEN	Baringo
Kenya	KEN	Elgeyo-Marakwet
Kenya	KEN	Trans Nzoia
Kenya	KEN	Bungoma
Kenya	KEN	Garissa
Kenya	KEN	Uasin Gishu
Kenya	KEN	Kakamega
Kenya	KEN	Laikipia
Kenya	KEN	Busia
Kenya	KEN	Meru
Kenya	KEN	Nandi
Kenya	KEN	Siaya
Kenya	KEN	Nakuru
Kenya	KEN	Vihiga
Kenya	KEN	Nyandarua
Kenya	KEN	Tharaka
Kenya	KEN	Kericho
Kenya	KEN	Kisumu
Kenya	KEN	Nyeri
Kenya	KEN	Tana River
Kenya	KEN	Kitui
Kenya	KEN	Kirinyaga
Kenya	KEN	Embu
Kenya	KEN	Homa Bay
Kenya	KEN	Bomet
Kenya	KEN	Nyamira
Kenya	KEN	Narok
Kenya	KEN	Kisii
Kenya	KEN	Murang'a
Kenya	KEN	Migori
Kenya	KEN	Kiambu
Kenya	KEN	Machakos
Kenya	KEN	Kajiado
Kenya	KEN	Nairobi
Kenya	KEN	Makueni
Kenya	KEN	Lamu
Kenya	KEN	Kilifi
Kenya	KEN	Taita Taveta
Kenya	KEN	Kwale
Kenya	KEN	Mombasa
Kiribati	KIR	Gilbert Islands
Kiribati	KIR	Phoenix Islands
Kiribati	KIR	Line Islands
Korea, North	PRK	Jagang
Korea, North	PRK	Kangwon
Korea, North	PRK	Nampo
Korea, North	PRK	North Hamgyong
Korea, North	PRK	North Hwanghae
Korea, North	PRK	North Pyongan
Korea, North	PRK	Pyongyang
Korea, North	PRK	Ryanggang
Korea, North	PRK	South Hamgyong
Korea, North	PRK	South Hwanghae
Korea, North	PRK	South Pyongan
Korea, South	KOR	Gangwon
Korea, South	KOR	Gyeonggi
Korea, South	KOR	South Chungcheong
Korea, South	KOR	Incheon
Korea, South	KOR	North Jeolla
Korea, South	KOR	South Jeolla
Korea, South	KOR	South Gyeongsang
Korea, South	KOR	Busan
Korea, South	KOR	Ulsan
Korea, South	KOR	North Gyeongsang
Korea, South	KOR	Jeju
Korea, South	KOR	Seoul
Korea, South	KOR	Daejeon
Korea, South	KOR	Sejong
Korea, South	KOR	North Chungcheong
Korea, South	KOR	Gwangju
Korea, South	KOR	Daegu
Kosovo	XKX	District of Prishtina
Kosovo	XKX	District of Mitrovica
Kosovo	XKX	District of Peja
Kosovo	XKX	District of Gjilan
Kosovo	XKX	District of Gjakova
Kosovo	XKX	District of Prizren
Kosovo	XKX	District of Ferizaj
Kuwait	KWT	Ahmadi
Kuwait	KWT	Al Asimah
Kuwait	KWT	Farwaniya
Kuwait	KWT	Hawalli
Kuwait	KWT	Jahra
Kuwait	KWT	Mubarak Al-Kabeer
Kyrgyzstan	KGZ	Batken Region
Kyrgyzstan	KGZ	Osh Region
Kyrgyzstan	KGZ	Talas Region
Kyrgyzstan	KGZ	Jalal-Abad Region
Kyrgyzstan	KGZ	Issyk-Kul Region
Kyrgyzstan	KGZ	Chuy Region
Kyrgyzstan	KGZ	Naryn Region
Laos	LAO	Xaignabouli
Laos	LAO	Attapeu
Laos	LAO	Bokeo
Laos	LAO	Bolikhamsai
Laos	LAO	Champasak
Laos	LAO	Houaphan
Laos	LAO	Khammouane
Laos	LAO	Luang Namtha
Laos	LAO	Luang Prabang
Laos	LAO	Oudomxay
Laos	LAO	Phongsaly
Laos	LAO	Salavan
Laos	LAO	Savannakhet
Laos	LAO	Vientiane Capital
Laos	LAO	Vientiane
Laos	LAO	Xaisomboun
Laos	LAO	Xekong
Laos	LAO	Xiangkhouang
Latvia	LVA	Aluksnes novads
Latvia	LVA	Livanu novads
Latvia	LVA	Gulbenes novads
Latvia	LVA	Ventspils novads
Latvia	LVA	Valkas novads
Latvia	LVA	Salaspils novads
Latvia	LVA	Jelgavas
Latvia	LVA	Rezeknes
Latvia	LVA	Jurmalas
Latvia	LVA	Ventspils
Latvia	LVA	Riga
Latvia	LVA	Liepajas
Latvia	LVA	Dienvidkurzemes novads
Latvia	LVA	Kuldigas novads
Latvia	LVA	Saldus novads
Latvia	LVA	Talsu novads
Latvia	LVA	Tukuma novads
Latvia	LVA	Dobeles novads
Latvia	LVA	Jelgavas novads
Latvia	LVA	Marupes novads
Latvia	LVA	Bauskas novads
Latvia	LVA	Ogres novads
Latvia	LVA	Aizkraukles novads
Latvia	LVA	Jekabpils novads
Latvia	LVA	Ludzas novads
Latvia	LVA	Rezeknes novads
Latvia	LVA	Balvu novads
Latvia	LVA	Madonas novads
Latvia	LVA	Smiltenes novads
Latvia	LVA	Cesu novads
Latvia	LVA	Valmieras novads
Latvia	LVA	Adažu novads
Latvia	LVA	Ropažu novads
Latvia	LVA	Siguldas novads
Latvia	LVA	Preilu novads
Latvia	LVA	Kraslavas novads
Latvia	LVA	Daugavpils
Latvia	LVA	Kekavas novads
Latvia	LVA	Olaines novads
Latvia	LVA	Saulkrastu novads
Latvia	LVA	Limbažu novads
Latvia	LVA	Augšdaugavas novads
Latvia	LVA	Varaklanu novads
Lebanon	LBN	Baalbek-Hermel
Lebanon	LBN	Baalbek-Hermel
Lebanon	LBN	Beyrouth
Lebanon	LBN	Beyrouth
Lebanon	LBN	Liban-Nord
Lebanon	LBN	Liban-Nord
Lebanon	LBN	Mont-Liban
Lebanon	LBN	Mont-Liban
Lebanon	LBN	Liban-Sud
Lebanon	LBN	Liban-Sud
Lebanon	LBN	Nabatîyé
Lebanon	LBN	Nabatîyé
Lebanon	LBN	Béqaa
Lebanon	LBN	Béqaa
Lebanon	LBN	Aakkâr
Lebanon	LBN	Aakkâr
Lebanon	LBN	Keserwan-Jbeil
Lebanon	LBN	Keserwan-Jbeil
Lebanon	LBN	Baalbek-Hermel
Lebanon	LBN	Baalbek-Hermel
Lebanon	LBN	Beyrouth
Lebanon	LBN	Beyrouth
Lebanon	LBN	Liban-Nord
Lebanon	LBN	Liban-Nord
Lebanon	LBN	Mont-Liban
Lebanon	LBN	Mont-Liban
Lebanon	LBN	Liban-Sud
Lebanon	LBN	Liban-Sud
Lebanon	LBN	Nabatîyé
Lebanon	LBN	Nabatîyé
Lebanon	LBN	Béqaa
Lebanon	LBN	Béqaa
Lebanon	LBN	Aakkâr
Lebanon	LBN	Aakkâr
Lebanon	LBN	Keserwan-Jbeil
Lebanon	LBN	Keserwan-Jbeil
Lesotho	LSO	Mokhotlong District
Lesotho	LSO	Maseru District
Lesotho	LSO	Butha-Buthe District
Lesotho	LSO	Mohale's Hoek District
Lesotho	LSO	Mafeteng District
Lesotho	LSO	Quthing District
Lesotho	LSO	Berea District
Lesotho	LSO	Thaba-Tseka District
Lesotho	LSO	Qacha's Nek District
Lesotho	LSO	Leribe District
Liberia	LBR	Bomi
Liberia	LBR	Bong
Liberia	LBR	Gbarpolu
Liberia	LBR	Grand Bassa
Liberia	LBR	Grand Cape Mount
Liberia	LBR	Grand Gedeh
Liberia	LBR	Grand Kru
Liberia	LBR	Lofa
Liberia	LBR	Margibi
Liberia	LBR	Maryland
Liberia	LBR	Montserrado
Liberia	LBR	Nimba
Liberia	LBR	River Gee
Liberia	LBR	Rivercess
Liberia	LBR	Sinoe
Libya	LBY	Ghadamis
Libya	LBY	An Nuqat al Khams
Libya	LBY	Al Kufrah
Libya	LBY	Murzuq
Libya	LBY	Al Butnan
Libya	LBY	Ajdabiya
Libya	LBY	Ash Shati'
Libya	LBY	Ghat
Libya	LBY	Surt
Libya	LBY	Misratah
Libya	LBY	Al Marqab
Libya	LBY	Tajura' wa an Nawahi al Arba
Libya	LBY	Az Zawiyah
Libya	LBY	Al Qubbah
Libya	LBY	Al Jabal al Akhdar
Libya	LBY	Al Marj
Libya	LBY	Benghazi
Libya	LBY	Al Jifarah
Libya	LBY	Mizdah
Libya	LBY	Al Jufrah
Libya	LBY	Sabha
Libya	LBY	Wadi al Hayaa
Liechtenstein	LIE	Triesen
Liechtenstein	LIE	Schellenberg
Liechtenstein	LIE	Gamprin
Liechtenstein	LIE	Triesenberg
Liechtenstein	LIE	Eschen
Liechtenstein	LIE	Ruggell
Liechtenstein	LIE	Mauren
Liechtenstein	LIE	Schaan
Liechtenstein	LIE	Balzers
Liechtenstein	LIE	Planken
Liechtenstein	LIE	Vaduz
Lithuania	LTU	Utena County
Lithuania	LTU	Marijampole County
Lithuania	LTU	Vilnius County
Lithuania	LTU	Panevezys County
Lithuania	LTU	Kaunas County
Lithuania	LTU	Alytus County
Lithuania	LTU	Klaipeda County
Lithuania	LTU	Telsiai County
Lithuania	LTU	Siauliai County
Lithuania	LTU	Taurage County
Luxembourg	LUX	Canton Echternach
Luxembourg	LUX	Canton Grevenmacher
Luxembourg	LUX	Canton Remich
Luxembourg	LUX	Canton Mersch
Luxembourg	LUX	Canton Capellen
Luxembourg	LUX	Canton Luxembourg
Luxembourg	LUX	Canton Redange
Luxembourg	LUX	Canton Diekirch
Luxembourg	LUX	Canton Esch-sur-Alzette
Luxembourg	LUX	Canton Clervaux
Luxembourg	LUX	Canton Wiltz
Luxembourg	LUX	Canton Vianden
Macedonia	MKD	Pelagonia
Macedonia	MKD	Southwest
Macedonia	MKD	Vardar
Macedonia	MKD	Polog
Macedonia	MKD	Southeast
Macedonia	MKD	East
Macedonia	MKD	Skopje
Macedonia	MKD	Northeast
Madagascar	MDG	Diana
Madagascar	MDG	Sava
Madagascar	MDG	Analanjirofo
Madagascar	MDG	Amoron'i Mania
Madagascar	MDG	Ihorombe
Madagascar	MDG	Melaky
Madagascar	MDG	Menabe
Madagascar	MDG	Vakinankaratra
Madagascar	MDG	Atsinanana
Madagascar	MDG	Alaotra-Mangoro
Madagascar	MDG	Sofia
Madagascar	MDG	Anosy
Madagascar	MDG	Boeny
Madagascar	MDG	Betsiboka
Madagascar	MDG	Analamanga
Madagascar	MDG	Bongolava
Madagascar	MDG	Itasy
Madagascar	MDG	Atsimo-Andrefana
Madagascar	MDG	Androy
Madagascar	MDG	Atsimo-Atsinanana
Madagascar	MDG	Matsiatra Ambony
Madagascar	MDG	Vatovavy-Fitovinany
Malawi	MWI	Central Region
Malawi	MWI	Southern Region
Malawi	MWI	Northern Region
Malaysia	MYS	Selangor
Malaysia	MYS	Johor
Malaysia	MYS	Kuala Lumpur
Malaysia	MYS	Malacca
Malaysia	MYS	Negeri Sembilan
Malaysia	MYS	Sabah
Malaysia	MYS	Sarawak
Malaysia	MYS	Kelantan
Malaysia	MYS	Putrajaya
Malaysia	MYS	Terengganu
Malaysia	MYS	Pahang
Malaysia	MYS	Kedah
Malaysia	MYS	Perlis
Malaysia	MYS	Perak
Malaysia	MYS	Penang
Malaysia	MYS	Labuan
Maldives	MDV	Haa Alif
Maldives	MDV	Haa Dhaalu
Maldives	MDV	Noonu
Maldives	MDV	Shaviyani
Maldives	MDV	Lhaviyani
Maldives	MDV	Raa
Maldives	MDV	Baa
Maldives	MDV	Malé
Maldives	MDV	Alif Alif
